-0.0371924 0.003483 1 
0.0180673 -0.0120358 1 
0.0197758 0.0226367 1 
0.0351946 0.0167892 1 
-0.0332851 0.0151199 1 
0.0435704 -0.000398732 1 
0.0424588 0.00641278 1 
0.0488717 0.00143707 1 
0.00903063 0.0218271 1 
0.000889729 -0.0168268 1 
0.0108903 0.00858227 1 
0.0368011 -0.0144612 1 
0.0221838 0.00309064 1 
-0.0130187 0.0227804 1 
-0.0108066 0.00929456 1 
0.00159672 -0.0136903 1 
0.036092 0.000650162 1 
0.017692 -0.0123903 1 
0.0118367 -0.00110711 1 
-0.00272281 0.0189635 1 
-0.0167844 -0.00695381 1 
0.0201631 -0.000263456 1 
0.00605167 0.0191022 1 
0.0227432 -0.0193803 1 
0.0144403 0.0145034 1 
-0.027905 0.00727756 1 
0.0193724 -0.00531878 1 
-0.00134176 -0.0194048 1 
-0.00577593 -0.00366748 1 
-0.0255527 0.0145577 1 
-0.0295682 -0.0094255 1 
0.0153094 0.0136426 1 
0.0159207 -0.0123522 1 
0.0427998 -0.0035506 1 
0.0153392 -0.00498004 1 
0.0377287 0.0125196 1 
-0.00509175 -0.0210416 1 
0.0050097 -0.00414644 1 
0.0399471 0.012175 1 
0.028919 0.0152953 1 
-0.0424657 -0.0101825 1 
-0.0282774 0.00711294 1 
0.0317743 0.0177382 1 
0.0176261 -0.00223252 1 
-0.0204168 0.0194968 1 
0.0411108 -0.0126117 1 
0.0387922 -0.012693 1 
0.00825271 0.0192055 1 
-0.0273282 -0.00233954 1 
-0.0253323 0.0136206 1 
0.0218045 -0.00781457 1 
-0.0470441 -0.00698585 1 
0.012921 0.0222745 1 
0.0231887 0.00690227 1 
0.0280474 -0.0103206 1 
0.0357788 -0.00535242 1 
-0.0132037 0.00883576 1 
-0.0135846 -0.0229764 1 
0.00844625 -0.00958685 1 
0.036414 0.00529505 1 
-0.0201319 -0.00533402 1 
0.00517951 -0.020185 1 
0.0107796 0.0123519 1 
0.01913 0.00543848 1 
-0.0376671 0.0103112 1 
0.0424174 0.006956 1 
-0.0123973 0.0013899 1 
-0.00634319 0.00985655 1 
0.0148808 -0.00323437 1 
-0.0125247 0.00261137 1 
0.0308359 0.0107894 1 
-0.00606193 -0.0169604 1 
-0.0249944 -0.00497598 1 
0.0380381 -0.00391829 1 
0.000678406 0.00248776 1 
-0.0357135 0.00450074 1 
0.0479546 -0.00501259 1 
-0.045174 0.00204738 1 
-0.0275126 0.0203997 1 
0.0280189 0.00142578 1 
0.0223523 0.0149446 1 
-0.0298062 -0.0162297 1 
0.0256751 -0.0191631 1 
0.00977373 0.00953172 1 
0.0147392 0.0039491 1 
-0.00779263 0.0211121 1 
0.0293706 0.011262 1 
0.0155886 0.00224612 1 
0.0400003 0.00984409 1 
-0.00719693 -0.0142498 1 
0.0402241 0.0112616 1 
0.018104 0.0188025 1 
-0.028419 0.00505487 1 
-0.0445822 0.00934222 1 
0.0300632 -0.00381767 1 
-0.00822238 0.0107459 1 
0.0383891 0.00642194 1 
-0.0282674 -0.00895615 1 
-0.0321305 0.00491536 1 
-0.014463 -2.55907e-05 1 
-0.0267915 -0.019348 1 
-0.00621675 0.0176839 1 
-0.0212069 -0.000523164 1 
0.0338627 -0.0115526 1 
0.0156468 0.00059157 1 
-0.0318678 0.000241857 1 
-0.00818698 -0.0123675 1 
0.0226432 -0.0104419 1 
0.00628669 0.015914 1 
-0.021147 0.0155671 1 
0.0285355 0.00624654 1 
0.0179665 -0.00304144 1 
-0.0187021 -0.020228 1 
-0.0227044 -0.0132037 1 
-0.0410582 -0.0106055 1 
-0.0053449 0.00829915 1 
-0.0205488 -0.0039377 1 
-0.0115865 0.00852801 1 
0.0397893 -0.010853 1 
0.00398099 0.00334598 1 
0.0273427 0.0017643 1 
0.0439134 0.00698317 1 
0.00664437 -0.0169716 1 
-0.0195207 -0.00468601 1 
0.0372221 -0.0124146 1 
0.0364059 -0.0141538 1 
-0.0164366 -0.013961 1 
-0.0233505 -0.0197144 1 
0.0367654 -0.000128651 1 
-0.0259303 0.00854732 1 
0.0182575 -0.00154546 1 
-0.0163059 -0.0201696 1 
0.0106742 0.0173877 1 
-0.0187829 -0.0102756 1 
0.00627041 -0.0209412 1 
0.0233611 0.013992 1 
-0.00922631 0.010877 1 
-0.018618 0.0199062 1 
